6754	33	0	0	0.5	30	1	0.000496131	0.000496131
7555	795	2	0	0.3	0	1	0.000496131	0.000992262
7556	786	0	0	0.3	0	1	0.000496131	0.001488394
7557	754	2	0	0.3	0	1	0.000496131	0.001984525
7558	787	0	0	0.3	0	1	0.000496131	0.002480656
7560	735	2	0	0.3	0	1	0.000496131	0.002976787
7586	16891	70	0	0.8	50	1	0.000496131	0.003472918
7989	53418	168	0	0.3	50	1	0.000496131	0.003969049
8036	70183	264	0	0.3	100	1	0.000496131	0.004465181
8209	420635	1301	0	0.5	0	1	0.000496131	0.004961312
8261	627	2	0	0.5	0	1	0.000496131	0.005457443
8263	48	0	0	0.5	0	1	0.000496131	0.005953574
8272	444	3	0	0.3	0	1	0.000496131	0.006449705
8273	5	0	0	0.3	0	1	0.000496131	0.006945836
8274	744	7	0	0.3	0	1	0.000496131	0.007441968
8275	21	0	0	0.3	0	1	0.000496131	0.007938099
8333	203	3	0	0.5	0	1	0.000496131	0.00843423
8337	3	0	0	0.5	0	1	0.000496131	0.008930361
8343	65	0	0	0.5	0	1	0.000496131	0.009426492
8344	1	0	0	0.5	0	1	0.000496131	0.009922623
8365	512	8	0	0.5	0	1	0.000496131	0.010418755
8366	451	4	0	0.5	0	1	0.000496131	0.010914886
8370	72077	303	0	0.5	0	1	0.000496131	0.011411017
8371	7768	43	0	0.5	0	1	0.000496131	0.011907148
8382	115	4	0	0.5	0	1	0.000496131	0.012403279
8383	71	2	0	0.5	0	1	0.000496131	0.01289941
8385	711	3	0	0.5	0	1	0.000496131	0.013395542
8386	48	0	0	0.5	0	1	0.000496131	0.013891673
8404	28990	102	0	0.3	1000	1	0.000496131	0.014387804
8485	156	3	0	0.8	1000	1	0.000496131	0.014883935
8644	63858	313	0	0.5	100	1	0.000496131	0.015380066
8646	297	0	0	0.5	100	1	0.000496131	0.015876197
8709	128805	735	0	0.6	50	1	0.000496131	0.016372329
8721	2070	7	0	0.35	50	1	0.000496131	0.01686846
8722	6640	35	0	0.35	50	1	0.000496131	0.017364591
8728	55857	199	0	0.36	10000	1	0.000496131	0.017860722
8763	174	1	0	0.7	0	1	0.000496131	0.018356853
8800	4073	18	0	1	100	1	0.000496131	0.018852984
8802	1194	6	0	1	100	1	0.000496131	0.019349116
8803	904	4	0	1	100	1	0.000496131	0.019845247
8804	738	5	0	1	100	1	0.000496131	0.020341378
8805	605	2	0	1	100	1	0.000496131	0.020837509
8833	259142	1028	0	0.35	10000	1	0.000496131	0.02133364
8851	670	2	0	0.6	50	1	0.000496131	0.021829771
8881	349	0	0	0.6	100000	1	0.000496131	0.022325903
8904	786906	2696	0	0.6	50	1	0.000496131	0.022822034
8430	924	2	17	0.4	10	6.8	0.003373692	0.026195726
8888	9952	33	33	0.3	0	9.9	0.004911699	0.031107424
8578	2815	9	13	0.8	10	10.4	0.005159764	0.036267188
8582	2043	6	13	0.8	10	10.4	0.005159764	0.041426953
8587	5818	18	13	0.8	10	10.4	0.005159764	0.046586717
8867	11729	44	41	0.3	100000000	12.3	0.006102413	0.05268913
8580	2436	16	20	0.8	10	16	0.007938099	0.060627229
8583	2163	5	20	0.8	10	16	0.007938099	0.068565328
8584	166	0	20	0.8	10	16	0.007938099	0.076503426
8589	141	0	20	0.8	10	16	0.007938099	0.084441525
8601	178	0	20	0.8	10	16	0.007938099	0.092379624
8577	3249	13	22	0.8	10	17.6	0.008731909	0.101111532
8887	108479	185	62	0.3	0	18.6	0.00922804	0.110339572
8659	9825	30	33	0.6	10000	19.8	0.009823397	0.120162969
8579	127	0	33	0.8	10	26.4	0.013097863	0.133260832
8581	130	0	40	0.8	10	32	0.015876197	0.149137029
8586	143	0	40	0.8	10	32	0.015876197	0.165013227
8815	17600	71	70	0.5	0	35	0.017364591	0.182377818
8816	20852	69	70	0.5	0	35	0.017364591	0.199742409
8818	9733	99	70	0.5	0	35	0.017364591	0.217107
8821	8649	55	70	0.5	0	35	0.017364591	0.234471591
8882	64147	178	179	0.2	50	35.8	0.017761496	0.252233086
8470	4403	9	112	0.35	50	39.2	0.019448342	0.271681428
8352	11136	42	7083	0.006	0	42.498	0.021084582	0.292766011
8745	28294	80	81	0.6	1000000	48.6	0.024111975	0.316877985
8746	31011	86	81	0.6	1000000	48.6	0.024111975	0.34098996
8350	11770	38	8333	0.006	0	49.998	0.024805566	0.365795526
8742	20445	82	87	0.6	1000000	52.2	0.025898047	0.391693574
8747	34861	87	87	0.6	1000000	52.2	0.025898047	0.417591621
8148	109740	246	197	0.3	10	59.1	0.029321352	0.446912973
8146	940	3	208	0.3	10	62.4	0.030958585	0.477871558
7951	39663	179	108	0.8	50	86.4	0.042865733	0.520737291
8486	33549	123	125	0.8	1000	100	0.049613117	0.570350408
8801	74536	230	231	0.5	100	115.5	0.05730315	0.627653558
8831	130201	404	417	0.3	1000	125.1	0.062066009	0.689719567
8731	48400	215	214	0.6	10000	128.4	0.063703242	0.753422809
8781	685	3	329	0.5	1000	164.5	0.081613577	0.835036386
8711	40157	160	332	0.5	10000	166	0.082357774	0.91739416
8767	2	0	333	0.5	0	166.5	0.08260584	1
